window_index,timestamp,prediction,actual
0,2024-05-07T00:00:00,183.16006055985815,183.828644
0,2024-05-08T00:00:00,183.32224460868773,187.567505
0,2024-05-09T00:00:00,182.2892670786236,189.341095
0,2024-05-10T00:00:00,181.94833900023855,190.55864
0,2024-05-13T00:00:00,181.31739833654416,190.520294
0,2024-05-14T00:00:00,181.25475410666675,193.18544
0,2024-05-15T00:00:00,181.17405044109006,193.760651
0,2024-05-16T00:00:00,182.37822674328368,194.105774
0,2024-05-17T00:00:00,182.31435595923801,196.329941
0,2024-05-20T00:00:00,182.1224377182865,187.500443
0,2024-05-21T00:00:00,180.36308521329295,191.277664
0,2024-05-22T00:00:00,181.43659900910714,190.11763
0,2024-05-23T00:00:00,181.2738451673877,188.785049
0,2024-05-24T00:00:00,181.5702364341537,192.418518
0,2024-05-27T00:00:00,180.74671477040962,191.258469
0,2024-05-28T00:00:00,180.62006780444887,189.925903
0,2024-05-29T00:00:00,181.52676123665586,191.095505
0,2024-05-30T00:00:00,179.86269309739998,194.259171
0,2024-05-31T00:00:00,181.63245181990877,193.482651
0,2024-06-03T00:00:00,180.98001197080623,190.932526
0,2024-06-04T00:00:00,179.65361509373326,189.111023
0,2024-06-05T00:00:00,179.82181195700605,188.775452
0,2024-06-06T00:00:00,180.74279519510924,191.689896
0,2024-06-07T00:00:00,179.10344107272448,191.363922
1,2024-06-11T00:00:00,190.98260319734834,186.330826
1,2024-06-12T00:00:00,190.9350824703323,183.617737
1,2024-06-13T00:00:00,190.95317189513105,185.659729
1,2024-06-14T00:00:00,190.00521046314702,185.774765
1,2024-06-17T00:00:00,189.20693962115445,186.925186
1,2024-06-18T00:00:00,191.3900560950819,188.86174
1,2024-06-19T00:00:00,189.60357545071014,190.462784
1,2024-06-20T00:00:00,191.09633385816846,188.190689
1,2024-06-21T00:00:00,191.00044071371155,190.664093
1,2024-06-24T00:00:00,190.68888995716475,189.887558
1,2024-06-25T00:00:00,188.91442594494953,189.274002
1,2024-06-26T00:00:00,190.63786650333094,190.942123
1,2024-06-27T00:00:00,191.27285569545342,193.904449
1,2024-06-28T00:00:00,190.24716251764988,196.962692
1,2024-07-01T00:00:00,190.98885892349722,200.203064
1,2024-07-02T00:00:00,191.18724281429388,200.068848
1,2024-07-03T00:00:00,192.4177645403696,197.417831
1,2024-07-04T00:00:00,190.61074136286265,197.784149
1,2024-07-05T00:00:00,192.63961190258954,200.155594
1,2024-07-08T00:00:00,191.73288248346324,200.319458
1,2024-07-09T00:00:00,191.33462724253633,199.982071
1,2024-07-10T00:00:00,190.97568171319125,197.562424
1,2024-07-11T00:00:00,191.81433287761666,202.48848
1,2024-07-12T00:00:00,191.15358005014176,205.929947
2,2024-07-17T00:00:00,204.26060386771857,209.062943
2,2024-07-18T00:00:00,204.04004303786576,202.42099
2,2024-07-19T00:00:00,200.8628239035138,202.22821
2,2024-07-22T00:00:00,200.33804465193396,202.71019
2,2024-07-23T00:00:00,197.95996004563918,202.758392
