window_index,timestamp,prediction,actual
0,2018-03-09T23:00:00,15.579997581329543,14.053000450134276
0,2018-03-10T00:00:00,16.291224493837785,13.61299991607666
0,2018-03-10T01:00:00,17.71284712113275,13.173999786376951
0,2018-03-10T02:00:00,12.830740526877563,12.95400047302246
0,2018-03-10T03:00:00,12.810291070778685,12.51449966430664
0,2018-03-10T04:00:00,7.9992475890387915,12.074999809265137
0,2018-03-10T05:00:00,18.112263169929665,11.416000366210938
0,2018-03-10T06:00:00,11.511012765847799,10.756999969482422
0,2018-03-10T07:00:00,19.5351056477865,10.317500114440918
0,2018-03-10T08:00:00,12.642922606981035,10.97700023651123
0,2018-03-10T09:00:00,16.08517509186271,13.173999786376951
0,2018-03-10T10:00:00,10.885559987190558,17.12849998474121
0,2018-03-10T11:00:00,16.16553406142948,21.083999633789062
0,2018-03-10T12:00:00,7.056124964473476,23.94050025939941
0,2018-03-10T13:00:00,14.624328663672667,25.697999954223643
0,2018-03-10T14:00:00,22.691285339964267,28.55500030517578
0,2018-03-10T15:00:00,24.652671154464137,30.53199958801269
0,2018-03-10T16:00:00,27.322960459942287,29.653499603271484
0,2018-03-10T17:00:00,11.34442156374758,28.114999771118164
0,2018-03-10T18:00:00,18.861195605116855,25.69849967956543
0,2018-03-10T19:00:00,10.066353239411033,23.72100067138672
0,2018-03-10T20:00:00,18.711457344661753,21.74300003051757
0,2018-03-10T21:00:00,21.572977257301837,19.98550033569336
0,2018-03-10T22:00:00,14.358989361418141,18.886999130249023
0,2018-03-10T23:00:00,17.11278254425688,17.568000793457028
0,2018-03-11T00:00:00,9.907700936749194,16.909000396728516
0,2018-03-11T01:00:00,20.387747837275686,16.68899917602539
0,2018-03-11T02:00:00,16.914463167888286,16.68899917602539
0,2018-03-11T03:00:00,9.255668744398488,16.030500411987305
0,2018-03-11T04:00:00,17.51164575486922,14.932000160217283
0,2018-03-11T05:00:00,13.252438443595354,14.272500038146973
0,2018-03-11T06:00:00,6.355139568803228,13.61299991607666
0,2018-03-11T07:00:00,10.790626554577909,13.173999786376951
0,2018-03-11T08:00:00,16.59078500518227,14.053000450134276
0,2018-03-11T09:00:00,15.822727942769527,16.68899917602539
0,2018-03-11T10:00:00,11.578034486468397,20.424999237060547
0,2018-03-11T11:00:00,11.633602291461418,24.819499969482425
0,2018-03-11T12:00:00,15.47137827156728,28.99399948120117
0,2018-03-11T13:00:00,9.646042672485262,30.97200012207031
0,2018-03-11T14:00:00,15.459699256916057,32.949501037597656
0,2018-03-11T15:00:00,20.66980242458287,34.04800033569336
0,2018-03-11T16:00:00,13.774558117197165,32.94900131225586
0,2018-03-11T17:00:00,15.863999981909483,31.631000518798828
0,2018-03-11T18:00:00,12.894356409442349,30.09250068664551
0,2018-03-11T19:00:00,24.948915911928907,27.23600006103516
0,2018-03-11T20:00:00,12.863469433182914,25.25900077819824
0,2018-03-11T21:00:00,7.2854834036367,23.72100067138672
0,2018-03-11T22:00:00,17.58111416262455,22.84199905395508
0,2018-03-11T23:00:00,12.649714452785599,22.84199905395508
0,2018-03-12T00:00:00,17.1324515802451,22.402000427246094
0,2018-03-12T01:00:00,25.787158225359306,21.96299934387207
0,2018-03-12T02:00:00,15.778926290037937,20.645000457763672
0,2018-03-12T03:00:00,4.913572261218047,19.326000213623047
0,2018-03-12T04:00:00,12.871053901993903,18.227500915527344
0,2018-03-12T05:00:00,24.95354123359739,17.348499298095707
0,2018-03-12T06:00:00,15.330111150432078,17.128999710083008
0,2018-03-12T07:00:00,15.480746494196095,17.128999710083008
0,2018-03-12T08:00:00,22.221538215852544,18.007999420166016
0,2018-03-12T09:00:00,14.137426821026958,20.20499992370605
0,2018-03-12T10:00:00,13.224103611201302,24.3799991607666
0,2018-03-12T11:00:00,12.448608358356509,28.334999084472656
0,2018-03-12T12:00:00,28.07417016056471,31.410999298095703
0,2018-03-12T13:00:00,19.566559192585835,33.60800170898437
0,2018-03-12T14:00:00,17.078798561255617,35.80550003051758
0,2018-03-12T15:00:00,9.406243369863407,38.00299835205078
0,2018-03-12T16:00:00,15.817357660060427,36.68450164794922
0,2018-03-12T17:00:00,11.775252257147137,35.146499633789055
0,2018-03-12T18:00:00,13.249449532023869,33.60850143432617
